"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
sc_mouse_ws_11_2,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_11_2] < 75 , 2, if([sc_mouse_iwcent_11_2] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_11_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_11_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_11_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_11_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_11_2,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_11_2],[sc_mouse_ps_11_2],[sc_mouse_fs_11_2],[sc_mouse_ss_11_2],[sc_mouse_as_11_2])",,,,,,,,,,,,
sc_mouse_iw_11_3,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_11_3][first-instance]"""
sc_mouse_weight_11_3,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_11_3,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_11_3])/([sc_mouse_iw_11_3]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_11_3,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_11_3] < 75 , 2, if([sc_mouse_iwcent_11_3] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_11_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_11_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_11_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_11_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_11_3,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_11_3],[sc_mouse_ps_11_3],[sc_mouse_fs_11_3],[sc_mouse_ss_11_3],[sc_mouse_as_11_3])",,,,,,,,,,,,
sc_mouse_iw_11_4,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_11_4][first-instance]"""
sc_mouse_weight_11_4,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_11_4,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_11_4])/([sc_mouse_iw_11_4]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_11_4,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_11_4] < 75 , 2, if([sc_mouse_iwcent_11_4] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_11_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_11_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_11_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_11_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_11_4,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_11_4],[sc_mouse_ps_11_4],[sc_mouse_fs_11_4],[sc_mouse_ss_11_4],[sc_mouse_as_11_4])",,,,,,,,,,,,
sw_group_12,score_and_weights_sw,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 18px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 99.43422913719944%; height: 18px;"">Group 12: [groups_group_name:value][12] </td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 100%; height: 256px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 19px;"">Mouse #</td> <td style=""width: 5.648926127731821%; text-align: center; height: 19px;"">Initial Weight</td> <td style=""width: 3.3189312234794905%; text-align: center; height: 19px;""> <p style=""text-align: center;"">Weight (g)</p> </td> <td style=""width: 12.10197288219946%; height: 19px; text-align: center;"">% Initial Weight</td> <td style=""width: 0.8417508417508417%; height: 19px; text-align: center;"">Weight Score</td> <td style=""width: 10.151738220807147%; height: 19px; text-align: center;"">Posture Score</td> <td style=""width: 13.841495756718528%; height: 19px; text-align: center;"">Fur Score</td> <td style=""width: 13.841495756718528%; height: 19px; text-align: center;"">Skin Score</td> <td style=""width: 17.124324039546813%; height: 19px; text-align: center;"">Activity Score</td> <td style=""width: 10.558667473890244%; height: 19px; text-align: center;"">Total Score</td> </tr> <tr style=""height: 18px;""> <td style=""width: 10%; height: 18px;"">Mouse 0</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_iw_12_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_weight_12_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_iwcent_12_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ws_12_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ps_12_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_fs_12_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ss_12_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_as_12_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ts_12_0}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 1</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_12_1}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_12_1}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_12_1}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_12_1}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_12_1}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_12_1}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_12_1}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_12_1}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_12_1}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 3</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_12_2}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_12_2}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_12_2}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_12_2}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_12_2}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_12_2}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_12_2}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_12_2}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_12_2}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 10</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_12_3}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_12_3}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_12_3}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_12_3}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_12_3}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_12_3}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_12_3}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_12_3}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_12_3}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 30</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_12_4}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_12_4}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_12_4}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_12_4}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_12_4}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_12_4}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_12_4}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_12_4}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_12_4}</td> </tr> </tbody> </table></div>",,,,,,,"[number_of_groups] >= 12",,,,,,
sc_mouse_iw_12_0,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_12_0][first-instance]"""
sc_mouse_weight_12_0,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_12_0,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_12_0])/([sc_mouse_iw_12_0]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_12_0,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_12_0] < 75 , 2, if([sc_mouse_iwcent_12_0] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_12_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_12_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_12_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_12_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_12_0,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_12_0],[sc_mouse_ps_12_0],[sc_mouse_fs_12_0],[sc_mouse_ss_12_0],[sc_mouse_as_12_0])",,,,,,,,,,,,
sc_mouse_iw_12_1,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_12_1][first-instance]"""
sc_mouse_weight_12_1,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_12_1,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_12_1])/([sc_mouse_iw_12_1]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_12_1,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_12_1] < 75 , 2, if([sc_mouse_iwcent_12_1] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_12_1,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_12_1,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_12_1,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_12_1,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_12_1,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_12_1],[sc_mouse_ps_12_1],[sc_mouse_fs_12_1],[sc_mouse_ss_12_1],[sc_mouse_as_12_1])",,,,,,,,,,,,
sc_mouse_iw_12_2,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_12_2][first-instance]"""
sc_mouse_weight_12_2,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_12_2,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_12_2])/([sc_mouse_iw_12_2]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_12_2,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_12_2] < 75 , 2, if([sc_mouse_iwcent_12_2] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_12_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_12_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_12_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_12_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_12_2,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_12_2],[sc_mouse_ps_12_2],[sc_mouse_fs_12_2],[sc_mouse_ss_12_2],[sc_mouse_as_12_2])",,,,,,,,,,,,
sc_mouse_iw_12_3,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_12_3][first-instance]"""
sc_mouse_weight_12_3,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_12_3,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_12_3])/([sc_mouse_iw_12_3]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_12_3,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_12_3] < 75 , 2, if([sc_mouse_iwcent_12_3] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_12_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_12_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_12_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_12_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_12_3,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_12_3],[sc_mouse_ps_12_3],[sc_mouse_fs_12_3],[sc_mouse_ss_12_3],[sc_mouse_as_12_3])",,,,,,,,,,,,
sc_mouse_iw_12_4,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_12_4][first-instance]"""
sc_mouse_weight_12_4,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_12_4,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_12_4])/([sc_mouse_iw_12_4]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_12_4,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_12_4] < 75 , 2, if([sc_mouse_iwcent_12_4] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_12_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_12_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_12_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_12_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_12_4,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_12_4],[sc_mouse_ps_12_4],[sc_mouse_fs_12_4],[sc_mouse_ss_12_4],[sc_mouse_as_12_4])",,,,,,,,,,,,
sw_group_13,score_and_weights_sw,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 18px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 99.43422913719944%; height: 18px;"">Group 13: [groups_group_name:value][13] </td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 100%; height: 256px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 19px;"">Mouse #</td> <td style=""width: 5.648926127731821%; text-align: center; height: 19px;"">Initial Weight</td> <td style=""width: 3.3189312234794905%; text-align: center; height: 19px;""> <p style=""text-align: center;"">Weight (g)</p> </td> <td style=""width: 12.10197288219946%; height: 19px; text-align: center;"">% Initial Weight</td> <td style=""width: 0.8417508417508417%; height: 19px; text-align: center;"">Weight Score</td> <td style=""width: 10.151738220807147%; height: 19px; text-align: center;"">Posture Score</td> <td style=""width: 13.841495756718528%; height: 19px; text-align: center;"">Fur Score</td> <td style=""width: 13.841495756718528%; height: 19px; text-align: center;"">Skin Score</td> <td style=""width: 17.124324039546813%; height: 19px; text-align: center;"">Activity Score</td> <td style=""width: 10.558667473890244%; height: 19px; text-align: center;"">Total Score</td> </tr> <tr style=""height: 18px;""> <td style=""width: 10%; height: 18px;"">Mouse 0</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_iw_13_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_weight_13_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_iwcent_13_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ws_13_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ps_13_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_fs_13_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ss_13_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_as_13_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ts_13_0}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 1</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_13_1}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_13_1}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_13_1}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_13_1}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_13_1}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_13_1}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_13_1}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_13_1}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_13_1}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 3</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_13_2}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_13_2}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_13_2}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_13_2}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_13_2}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_13_2}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_13_2}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_13_2}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_13_2}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 10</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_13_3}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_13_3}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_13_3}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_13_3}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_13_3}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_13_3}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_13_3}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_13_3}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_13_3}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 30</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_13_4}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_13_4}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_13_4}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_13_4}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_13_4}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_13_4}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_13_4}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_13_4}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_13_4}</td> </tr> </tbody> </table></div>",,,,,,,"[number_of_groups] >= 13",,,,,,
sc_mouse_iw_13_0,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_13_0][first-instance]"""
sc_mouse_weight_13_0,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_13_0,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_13_0])/([sc_mouse_iw_13_0]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_13_0,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_13_0] < 75 , 2, if([sc_mouse_iwcent_13_0] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_13_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_13_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_13_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_13_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_13_0,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_13_0],[sc_mouse_ps_13_0],[sc_mouse_fs_13_0],[sc_mouse_ss_13_0],[sc_mouse_as_13_0])",,,,,,,,,,,,
sc_mouse_iw_13_1,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_13_1][first-instance]"""
sc_mouse_weight_13_1,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_13_1,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_13_1])/([sc_mouse_iw_13_1]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_13_1,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_13_1] < 75 , 2, if([sc_mouse_iwcent_13_1] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_13_1,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_13_1,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_13_1,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_13_1,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_13_1,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_13_1],[sc_mouse_ps_13_1],[sc_mouse_fs_13_1],[sc_mouse_ss_13_1],[sc_mouse_as_13_1])",,,,,,,,,,,,
sc_mouse_iw_13_2,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_13_2][first-instance]"""
sc_mouse_weight_13_2,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_13_2,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_13_2])/([sc_mouse_iw_13_2]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_13_2,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_13_2] < 75 , 2, if([sc_mouse_iwcent_13_2] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_13_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_13_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_13_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_13_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_13_2,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_13_2],[sc_mouse_ps_13_2],[sc_mouse_fs_13_2],[sc_mouse_ss_13_2],[sc_mouse_as_13_2])",,,,,,,,,,,,
sc_mouse_iw_13_3,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_13_3][first-instance]"""
sc_mouse_weight_13_3,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_13_3,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_13_3])/([sc_mouse_iw_13_3]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_13_3,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_13_3] < 75 , 2, if([sc_mouse_iwcent_13_3] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_13_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_13_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_13_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_13_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_13_3,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_13_3],[sc_mouse_ps_13_3],[sc_mouse_fs_13_3],[sc_mouse_ss_13_3],[sc_mouse_as_13_3])",,,,,,,,,,,,
sc_mouse_iw_13_4,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_13_4][first-instance]"""
sc_mouse_weight_13_4,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_13_4,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_13_4])/([sc_mouse_iw_13_4]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_13_4,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_13_4] < 75 , 2, if([sc_mouse_iwcent_13_4] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_13_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_13_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_13_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_13_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_13_4,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_13_4],[sc_mouse_ps_13_4],[sc_mouse_fs_13_4],[sc_mouse_ss_13_4],[sc_mouse_as_13_4])",,,,,,,,,,,,
